airline,dep_airport,arr_airport,aircraft_type,month,day_of_week,dep_hour,weather_severity,wind_speed,visibility,congestion,distance,prev_delay,delay_minutes,is_delayed
AA,MSP,DTW,787,4,0,6,5,58,6.7,9,1856,67,12,0
DL,MSP,MIA,A320,8,2,17,5,56,4.6,8,2269,9,13,0
F9,MCO,PHX,737MAX,7,6,7,10,65,8.7,1,1223,89,16,1
AA,SFO,DEN,A321,6,5,7,1,15,9.8,10,1319,61,12,0
F9,EWR,MCO,A380,3,1,6,1,61,5.0,5,1476,45,7,0
UA,DTW,LAS,A350,2,0,21,9,16,2.9,5,1341,57,24,1
WN,MIA,EWR,E175,12,3,10,1,72,6.1,1,1837,27,9,0
NK,DEN,MCO,A320,5,5,11,4,13,4.7,2,1945,58,4,0
AS,MSP,SEA,787,3,2,18,8,64,1.6,4,1095,73,23,1
WN,JFK,DEN,737,8,0,22,8,28,3.3,10,2565,45,21,1
B6,MSP,EWR,A319,1,1,7,2,38,5.0,4,2684,84,13,0
NK,MSP,DTW,A350,9,1,13,4,10,3.0,4,2571,69,8,0
AS,MCO,DTW,737MAX,12,4,14,2,77,4.5,9,720,24,18,1
NK,LAS,MIA,777,9,2,5,6,9,4.2,9,1378,45,5,0
NK,ORD,LAX,737,10,6,22,4,1,6.6,3,648,85,12,0
NK,LGA,DFW,A321,4,1,18,7,68,7.3,6,2667,86,21,1
F9,MCO,BOS,A319,2,0,12,8,58,5.5,7,1799,30,16,1
DL,SEA,ATL,A380,3,3,7,10,60,9.9,4,2898,27,19,1
B6,MCO,PHX,A321,4,2,19,3,26,2.1,2,2348,50,5,0
AS,MSP,DFW,A321,6,3,22,2,37,1.5,4,766,75,13,0
B6,ORD,PHX,A380,7,0,21,8,57,5.7,1,678,10,10,0
NK,DTW,CLT,A380,6,0,18,9,31,1.2,1,1355,13,22,1
NK,BOS,MCO,E175,2,2,11,7,40,3.8,8,1797,76,18,1
DL,ORD,PHX,E175,10,0,15,10,26,9.7,6,2335,32,19,1
F9,CLT,BOS,777,3,6,20,3,48,6.6,4,2265,37,8,0
F9,PHX,DTW,A350,12,4,15,5,32,5.5,5,1610,77,17,1
F9,LAS,ATL,A380,12,1,10,7,50,8.1,10,378,23,23,1
DL,ORD,CLT,737MAX,8,3,20,1,75,3.6,8,1457,59,16,1
AS,DFW,ORD,787,5,4,5,3,62,3.1,5,2889,84,14,0
DL,MSP,DTW,737MAX,8,2,7,7,56,8.0,6,1823,6,14,0
AS,CLT,DEN,A320,4,2,14,10,5,4.6,9,2119,49,14,0
WN,SFO,DFW,737MAX,7,3,18,2,54,6.5,6,2356,35,13,0
F9,JFK,EWR,737,4,3,17,8,5,4.2,3,446,88,24,1
DL,EWR,MCO,A321,2,4,19,6,48,4.0,1,2525,76,13,0
AS,LAX,LAS,A350,11,0,22,6,16,8.2,8,560,1,14,0
DL,LGA,PHX,787,10,4,19,7,78,8.1,7,1782,12,20,1
UA,DEN,ATL,777,2,2,20,10,50,1.3,6,2851,5,22,1
UA,ORD,DFW,737MAX,8,3,7,6,57,7.0,8,1551,55,26,1
AA,ATL,DEN,A321,7,1,5,9,35,9.0,2,1913,51,20,1
AA,LAS,ATL,A380,12,4,19,5,62,6.8,5,1683,44,20,1
B6,SEA,LAS,737MAX,12,6,9,8,58,2.2,3,1276,74,25,1
F9,CLT,MSP,A320,8,5,15,3,79,2.2,5,2391,4,19,1
AS,CLT,SEA,A350,7,1,9,7,51,2.8,1,2316,51,24,1
DL,MIA,LAX,A319,12,3,18,4,9,1.4,9,420,2,12,0
UA,BOS,MSP,E175,11,5,7,9,12,4.0,8,1923,58,9,0
F9,LAX,LAS,A321,1,6,8,8,23,3.5,10,2734,67,14,0
NK,DFW,LAS,A319,7,3,15,7,11,1.1,6,810,17,18,1
F9,SFO,BOS,E175,7,4,21,3,11,7.9,7,1477,27,14,0
AA,MIA,MCO,787,8,2,7,2,68,5.0,6,1485,13,14,0
AA,LAS,MCO,A350,5,0,8,9,40,6.5,1,523,68,14,0
WN,SFO,JFK,E175,7,2,12,6,12,4.3,2,1048,18,11,0
NK,BOS,SEA,737,7,3,11,10,35,1.9,4,1628,22,21,1
AA,MIA,EWR,E175,2,3,13,2,69,4.0,8,413,46,16,1
AA,LAS,SFO,737,2,1,22,4,57,3.7,2,726,34,15,0
UA,JFK,LGA,737,5,4,11,7,54,3.1,1,2596,26,16,1
UA,ATL,SEA,A380,12,0,21,4,64,4.2,7,2274,69,22,1
WN,PHX,MCO,777,7,4,14,1,78,9.2,8,1372,89,18,1
WN,SEA,CLT,777,6,1,17,9,60,3.4,9,2466,51,14,0
AS,EWR,ORD,A319,9,5,20,5,64,6.3,7,792,14,19,1
NK,LGA,DTW,A321,11,5,18,6,48,1.5,5,574,51,11,0
AA,LGA,DTW,787,9,6,21,8,9,7.7,7,693,76,21,1
WN,LGA,PHX,787,6,0,21,8,69,6.7,4,458,75,21,1
UA,SEA,MSP,A320,2,4,21,2,37,2.3,9,2299,0,10,0
UA,SFO,BOS,737,7,6,15,4,37,4.8,10,758,7,21,1
AA,PHX,JFK,A380,8,0,15,5,38,6.5,5,2830,77,23,1
F9,EWR,LAS,787,6,6,22,3,18,6.4,10,2391,25,15,0
DL,MIA,LAS,777,5,6,17,1,41,0.7,7,2384,82,14,0
AS,LAS,BOS,737MAX,12,1,12,4,45,9.3,10,1601,10,4,0
AS,ORD,LGA,A319,9,2,9,9,47,9.6,2,1389,73,17,1
B6,DTW,SFO,777,7,6,17,4,68,1.7,5,944,6,24,1
B6,DTW,MIA,787,2,4,5,8,49,8.2,4,531,43,17,1
DL,ORD,SFO,E175,5,2,7,8,57,2.6,1,764,4,12,0
UA,ORD,BOS,A321,7,6,22,3,78,9.7,8,2852,6,19,1
F9,DFW,DTW,737,10,1,13,4,49,4.4,7,330,60,12,0
B6,PHX,ATL,A321,2,2,9,4,8,5.6,9,2899,63,10,0
WN,LAS,MCO,787,7,1,11,5,32,4.6,6,577,81,13,0
UA,MSP,LAS,787,10,1,10,4,76,7.1,5,1610,78,14,0
NK,DFW,DTW,A350,5,1,22,3,73,7.6,6,2130,72,9,0
AS,SFO,DFW,737,5,5,16,10,53,8.4,10,2681,3,19,1
UA,DFW,MSP,A321,4,6,16,9,47,4.6,1,2382,37,22,1
AA,ORD,PHX,A321,11,5,15,2,46,2.4,5,1545,18,11,0
NK,MSP,ATL,A321,2,0,5,3,76,7.2,6,1223,30,10,0
NK,LAX,BOS,737MAX,9,2,7,3,53,9.7,5,2108,26,14,0
WN,ATL,CLT,A321,5,3,8,1,47,3.3,7,1270,23,15,0
UA,SFO,LAX,777,9,4,9,4,0,5.8,7,337,74,11,0
AA,CLT,DTW,777,2,1,10,5,48,5.6,2,900,77,11,0
AS,LGA,LAX,777,5,1,19,9,11,1.7,10,1314,65,19,1
NK,EWR,MIA,777,9,4,5,9,51,9.3,1,339,24,16,1
B6,ATL,ORD,787,8,3,10,10,42,1.2,6,606,33,19,1
B6,MCO,LAX,A319,1,2,6,10,10,0.7,4,601,66,19,1
F9,LGA,BOS,A320,7,3,12,7,21,5.6,9,448,36,11,0
WN,LAX,DEN,A350,1,0,18,4,46,6.1,6,862,72,16,1
WN,DTW,DFW,E175,12,6,7,6,3,2.6,4,2159,61,11,0
WN,BOS,DTW,A380,3,3,7,10,28,4.7,6,1080,38,17,1
AA,DTW,LGA,777,4,4,8,4,37,9.1,8,545,56,18,1
AS,ATL,CLT,787,7,6,17,5,39,8.5,1,1916,84,16,1
UA,EWR,DEN,777,4,3,12,10,32,8.5,2,2427,57,11,0
UA,MIA,BOS,A319,7,4,22,5,1,8.1,9,2099,24,11,0
AS,EWR,ORD,A380,3,1,20,1,20,8.8,5,2145,7,4,0
B6,EWR,LGA,737MAX,8,2,17,5,14,1.2,1,2098,58,17,1
F9,EWR,ORD,A320,3,4,13,4,7,4.9,6,1633,77,12,0
AA,EWR,DTW,A380,10,5,6,9,3,5.0,8,2286,11,12,0
B6,PHX,DTW,A320,12,2,18,1,2,6.9,5,2442,35,10,0
DL,MCO,PHX,777,11,1,17,1,21,2.9,10,1300,15,7,0
AS,CLT,SEA,A321,2,5,12,5,9,2.2,7,2144,16,11,0
DL,EWR,MSP,777,8,0,18,5,52,7.5,8,559,38,15,0
B6,SFO,DEN,787,4,1,14,10,17,3.7,3,2091,38,13,0
DL,ORD,CLT,787,9,2,18,9,15,7.1,2,1871,2,8,0
F9,JFK,LAX,A319,1,3,11,8,6,8.0,2,2475,22,6,0
UA,MSP,ATL,787,3,5,20,9,42,5.4,7,1341,12,24,1
UA,LGA,LAX,E175,8,5,9,2,58,4.7,2,753,68,14,0
UA,SEA,DFW,737MAX,11,2,18,7,61,5.9,9,2055,12,13,0
NK,MSP,EWR,A380,5,5,17,7,72,9.6,9,2735,25,23,1
F9,DFW,MIA,A380,2,0,15,8,38,3.6,7,2449,35,23,1
WN,BOS,DTW,A380,5,3,14,5,79,5.8,6,2676,80,29,1
WN,LAX,MIA,A321,6,1,13,10,75,1.0,8,850,64,17,1
F9,LAX,ATL,787,7,0,14,9,73,6.3,6,1123,1,14,0
UA,DTW,DEN,A319,4,1,22,9,0,4.7,7,1117,18,9,0
WN,JFK,MIA,A320,12,1,7,9,13,2.4,8,1090,54,18,1
WN,EWR,SEA,A319,7,1,10,5,36,1.9,5,864,0,15,0
UA,DTW,EWR,777,3,0,10,7,57,7.2,10,2099,75,15,0
F9,JFK,DEN,A321,7,3,15,9,18,9.2,3,1249,47,22,1
AS,MSP,DEN,A320,7,4,21,3,58,3.7,1,1318,61,9,0
NK,MCO,SFO,A321,4,0,17,2,2,7.5,5,891,50,2,0
WN,DTW,ORD,E175,6,6,22,6,29,7.7,2,1975,49,7,0
AA,SEA,ATL,A320,10,1,13,5,15,8.7,8,1917,12,5,0
UA,MSP,LAS,737,2,1,19,1,43,0.8,1,1659,73,10,0
DL,LGA,DFW,787,9,3,20,7,68,4.9,1,823,76,20,1
AA,MSP,BOS,737,4,3,6,2,3,1.6,1,1020,26,12,0
UA,EWR,CLT,787,1,2,12,8,32,1.8,6,2794,35,17,1
AS,BOS,SEA,737MAX,4,4,16,5,64,6.9,8,2786,58,19,1
AS,ORD,LAX,777,3,5,8,8,60,8.7,2,1335,12,15,0
AA,SEA,MSP,787,11,5,5,10,27,8.9,10,1605,71,15,0
AA,DFW,CLT,737,10,5,5,10,19,6.1,6,1183,58,15,0
B6,LAX,SEA,A320,3,0,11,1,35,6.4,4,954,32,4,0
F9,LAX,BOS,737MAX,1,3,8,4,77,5.9,7,2029,56,17,1
WN,DTW,DFW,E175,7,2,8,10,34,7.0,6,2586,13,21,1
B6,ORD,SEA,A320,8,0,22,2,10,4.1,5,1616,25,8,0
WN,MIA,CLT,E175,4,1,9,9,17,2.0,3,1040,45,20,1
UA,MCO,JFK,737MAX,6,0,18,1,35,7.9,3,731,10,11,0
AS,DTW,JFK,A380,2,1,10,2,68,6.0,6,1203,46,18,1
AA,DTW,MCO,787,6,6,9,1,12,4.8,1,1484,44,12,0
UA,DEN,LAX,787,5,4,20,1,0,3.8,9,862,39,14,0
DL,JFK,SFO,787,10,0,17,5,33,2.8,4,641,55,14,0
WN,MSP,SFO,A380,2,6,8,7,52,3.6,7,791,62,19,1
WN,PHX,MSP,A320,2,1,14,10,33,3.8,6,1931,23,13,0
AA,DTW,SFO,737MAX,1,5,22,4,58,3.4,10,1515,48,17,1
F9,PHX,LAX,737,11,1,12,4,18,6.1,2,2241,22,4,0
F9,DFW,ORD,737,5,5,13,1,10,4.1,4,2106,57,7,0
WN,SEA,MCO,777,8,0,14,8,76,8.4,8,1675,39,18,1
NK,LAS,CLT,E175,11,4,5,6,73,8.6,10,1548,44,17,1
AA,LGA,DTW,787,12,5,20,2,2,8.7,7,2471,16,10,0
F9,BOS,PHX,737MAX,7,2,6,4,8,9.3,6,711,3,10,0
AS,LAX,JFK,787,4,2,9,5,29,9.0,7,2475,34,8,0
UA,MCO,DFW,A321,9,3,21,10,39,0.8,9,2886,74,21,1
NK,SFO,MIA,A320,11,2,12,6,20,8.1,1,2067,19,7,0
UA,ATL,MCO,737,7,1,11,7,32,7.5,10,1001,20,16,1
UA,ORD,LAX,A350,6,0,21,2,5,0.7,8,608,0,5,0
NK,DTW,MSP,A350,6,5,7,1,19,4.6,7,1982,12,7,0
AS,LGA,DFW,777,5,1,22,5,65,5.8,8,1402,86,15,0
AA,MCO,LAS,737MAX,3,2,21,9,70,5.9,7,443,61,23,1
AS,SEA,DTW,A380,5,4,10,10,24,2.8,6,1885,80,14,0
B6,LGA,SEA,A321,7,4,16,4,22,6.7,8,802,32,18,1
UA,ORD,JFK,A350,12,3,9,2,70,6.0,10,740,5,12,0
DL,DEN,DTW,777,7,6,21,6,76,2.4,9,781,32,21,1
NK,MIA,SFO,E175,12,3,19,10,57,8.0,3,2769,53,24,1
F9,SFO,JFK,737MAX,6,1,17,6,16,0.9,10,2147,88,25,1
UA,SFO,DTW,737,7,0,12,8,72,8.5,1,1766,14,12,0
UA,PHX,DFW,737,8,4,6,7,23,2.7,5,2918,0,9,0
WN,DTW,SFO,A350,3,2,10,8,17,5.2,4,2084,0,7,0
WN,DEN,DFW,777,4,5,9,6,62,4.0,3,641,74,14,0
F9,SFO,PHX,737,3,3,6,2,39,1.3,3,2950,28,8,0
AS,SEA,BOS,A319,8,1,15,2,55,9.0,8,1752,14,12,0
F9,MIA,DEN,737,10,1,10,2,53,6.4,8,1167,39,7,0
F9,MSP,LAX,E175,7,4,10,1,72,3.6,9,1301,64,19,1
F9,SFO,JFK,A321,11,3,22,3,26,4.6,1,2432,63,8,0
NK,ORD,ATL,E175,6,2,10,10,58,9.1,1,606,21,14,0
NK,BOS,LGA,A380,11,1,11,8,76,5.2,4,2755,80,20,1
NK,LAX,SFO,737MAX,12,0,14,5,52,4.2,1,337,67,15,0
AS,LGA,JFK,A321,4,6,18,2,18,7.2,1,2431,28,7,0
F9,LAX,LAS,A319,6,6,19,9,40,9.6,9,1807,29,28,1
NK,LAX,MIA,787,11,5,17,8,4,3.5,8,1429,21,15,0
DL,ATL,DFW,737,8,4,15,7,50,5.8,2,730,12,10,0
DL,BOS,DTW,A380,10,2,22,7,58,6.4,3,306,21,16,1
B6,MCO,CLT,E175,11,3,10,10,57,2.3,5,911,37,25,1
WN,DEN,SEA,A380,8,6,20,7,19,4.5,8,1024,76,18,1
UA,JFK,LAS,A321,6,1,16,8,60,2.3,3,302,39,17,1
DL,LAS,DFW,737,6,0,11,8,8,6.0,10,2962,34,11,0
B6,SEA,LGA,787,6,1,22,5,44,0.5,6,471,43,24,1
UA,JFK,CLT,A350,6,3,17,3,61,8.7,4,2963,33,15,0
AA,LAX,DFW,A319,8,0,20,1,27,9.7,8,1082,23,11,0
NK,SFO,EWR,A350,5,5,20,10,10,1.7,7,1621,60,15,0
DL,PHX,MIA,737,4,1,21,2,67,1.1,5,2631,73,14,0
NK,ATL,BOS,737,9,6,17,4,29,7.6,7,2706,20,16,1
AA,DTW,BOS,E175,11,2,20,9,78,7.4,3,1749,24,21,1
UA,BOS,DFW,787,1,3,8,2,14,5.5,2,2573,52,10,0
UA,CLT,BOS,A350,8,3,12,1,74,3.4,2,1728,63,13,0
F9,DTW,ORD,A350,9,6,16,4,69,8.5,5,973,1,15,0
WN,SFO,ORD,A380,7,3,5,5,67,1.1,2,996,53,21,1
AS,LAX,LAS,A350,4,5,22,8,69,6.3,9,896,75,19,1
F9,SEA,EWR,A319,12,4,21,6,70,7.4,10,1767,24,13,0
F9,LAS,BOS,777,12,1,20,2,2,0.5,5,2455,65,12,0
AS,BOS,DTW,787,6,1,10,8,45,5.8,1,389,50,15,0
B6,SFO,MCO,A350,3,4,16,1,24,1.6,3,1467,58,10,0
DL,DEN,SFO,A320,5,0,5,10,6,6.3,8,1371,88,15,0
WN,PHX,MCO,A321,8,3,10,5,14,0.7,9,1620,44,15,0
B6,MCO,DFW,787,3,2,13,4,45,4.9,2,569,26,3,0
B6,DEN,MSP,787,6,3,8,4,52,8.1,5,407,32,18,1
AS,MCO,PHX,737,3,5,13,1,66,1.4,2,1374,3,11,0
UA,PHX,ORD,A350,10,0,17,9,51,1.0,8,879,20,20,1
AA,ORD,JFK,A350,12,1,22,3,41,0.3,5,740,4,20,1
UA,LAS,MIA,737MAX,2,2,8,1,59,8.3,5,2387,20,6,0
DL,BOS,ORD,737,10,0,16,9,14,9.5,9,2994,21,9,0
UA,MSP,SEA,737MAX,2,2,12,4,38,4.2,4,2967,8,6,0
DL,MIA,MCO,777,3,0,10,4,39,7.0,1,2855,48,9,0
B6,EWR,ORD,787,5,0,19,6,5,6.3,10,813,50,13,0
B6,CLT,ORD,E175,5,4,19,5,71,5.8,10,1813,4,12,0
F9,MSP,JFK,787,10,5,21,7,76,8.3,9,1911,62,17,1
B6,LAX,DFW,A320,1,4,15,10,1,2.8,5,2104,21,23,1
B6,DFW,ORD,A321,3,4,15,8,12,4.5,1,947,77,10,0
AA,SEA,MCO,A320,2,5,19,4,19,6.5,3,646,19,10,0
NK,SFO,MSP,A321,4,2,18,1,9,5.3,1,2035,16,2,0
UA,ORD,PHX,A350,10,4,22,1,43,4.1,5,1391,8,5,0
WN,DFW,BOS,E175,2,5,14,2,57,2.7,3,2147,77,12,0
AS,SFO,JFK,E175,4,2,13,2,3,3.3,3,889,38,5,0
DL,DEN,ORD,A321,4,6,16,5,32,7.9,7,920,55,11,0
NK,ATL,PHX,737MAX,6,5,11,10,44,0.5,8,430,5,24,1
DL,ORD,SEA,A319,11,6,11,2,59,4.5,5,2259,45,14,0
AS,LGA,MSP,787,7,6,6,7,14,7.4,6,1729,22,6,0
B6,MSP,ORD,787,3,6,11,1,26,8.9,6,1824,71,7,0
UA,DEN,SFO,737,4,2,12,10,53,4.5,8,832,89,22,1
DL,BOS,SEA,A320,12,5,19,7,5,7.8,2,2608,87,9,0
AS,SEA,ORD,737MAX,2,4,19,3,48,5.3,9,732,11,17,1
AS,MSP,MCO,A321,8,1,18,2,9,6.4,7,2062,80,8,0
B6,ORD,LAX,737,9,4,11,1,36,1.0,3,2081,61,14,0
NK,ATL,MIA,E175,8,6,21,4,76,7.4,5,747,31,17,1
DL,MSP,ATL,A380,11,2,7,1,67,1.1,5,2396,41,13,0
UA,MCO,CLT,A319,6,5,21,8,54,3.7,3,2020,68,17,1
AS,DFW,LGA,E175,7,1,22,1,72,4.6,4,2838,82,8,0
DL,MCO,JFK,A319,4,3,20,8,50,8.8,10,2447,54,17,1
UA,SFO,CLT,A321,11,1,14,8,16,8.5,1,2596,61,13,0
AA,SEA,MIA,A380,3,3,12,10,1,8.4,7,1408,34,14,0
AS,DEN,DTW,787,11,6,8,3,30,8.3,2,1958,50,11,0
UA,JFK,SFO,777,3,2,8,1,9,9.7,9,1235,44,8,0
NK,BOS,MSP,A321,5,1,22,6,2,7.0,10,2322,80,13,0
AA,MIA,ORD,A350,1,2,20,6,28,7.2,1,1008,15,10,0
B6,SFO,LAX,A320,3,2,22,3,34,3.3,6,337,84,14,0
NK,DEN,PHX,A320,2,4,18,4,23,9.1,3,2497,76,18,1
UA,DTW,ATL,A320,11,2,8,2,58,5.7,1,1266,58,9,0
AA,LAS,BOS,737MAX,12,0,21,1,77,2.1,6,2501,55,25,1
UA,MSP,BOS,E175,11,4,21,7,55,7.9,3,1907,41,14,0
AS,BOS,ATL,787,1,5,11,9,53,4.8,3,1312,2,5,0
UA,LGA,MIA,737MAX,4,0,17,10,54,8.0,4,2537,7,18,1
UA,DEN,EWR,787,9,2,8,1,3,1.1,10,2870,70,7,0
AA,LAX,JFK,A380,2,5,21,4,20,0.7,10,2475,27,13,0
WN,CLT,MSP,737MAX,3,0,11,2,11,9.4,2,1353,13,2,0
NK,JFK,MSP,A320,8,6,22,5,48,7.8,6,1762,50,16,1
DL,PHX,SFO,787,2,0,8,3,16,1.5,9,2441,33,7,0
AA,SFO,MCO,737,3,4,17,10,74,4.7,9,1996,17,19,1
DL,ATL,LGA,A320,10,6,22,10,38,1.0,9,2985,61,21,1
B6,DFW,MCO,A319,3,6,18,9,30,3.0,6,846,54,17,1
NK,ATL,MSP,787,3,5,20,9,54,4.2,8,845,9,19,1
UA,LAS,LAX,787,5,3,16,10,45,7.7,1,827,54,21,1
AA,MIA,JFK,A380,3,5,13,5,40,5.2,1,1090,56,7,0
F9,PHX,BOS,A321,7,0,15,1,77,8.6,2,1658,85,19,1
WN,DEN,BOS,777,5,2,10,5,7,2.2,2,1137,73,13,0
UA,DEN,LAX,737MAX,1,5,5,2,43,7.0,8,862,66,9,0
UA,MSP,MIA,A350,6,2,20,9,31,4.4,8,940,32,17,1
UA,LGA,EWR,A321,11,3,7,6,17,3.8,10,977,22,22,1
NK,SEA,PHX,A350,2,3,21,8,71,10.0,2,735,37,13,0
AS,ATL,SFO,E175,4,1,6,5,10,4.5,4,2348,45,6,0
UA,BOS,ATL,777,6,5,19,3,55,9.4,6,839,14,13,0
AS,EWR,BOS,A380,5,5,18,10,15,8.9,7,1607,56,17,1
AS,JFK,ORD,A380,10,5,8,4,23,6.1,10,740,14,11,0
NK,DEN,MIA,737,10,0,19,10,1,8.2,4,2870,43,18,1
DL,ORD,LGA,A320,8,2,8,1,33,2.0,8,688,13,5,0
UA,LAX,CLT,A319,6,4,15,5,16,8.0,2,1403,59,10,0
F9,MIA,ORD,737MAX,3,1,13,10,12,1.6,1,2073,63,15,0
UA,MCO,MSP,737,1,4,7,7,46,5.1,3,886,17,7,0
NK,MIA,SEA,737MAX,2,1,5,7,77,5.8,7,364,26,15,0
UA,EWR,LAS,737,2,3,20,7,38,8.7,3,2460,30,9,0
B6,SEA,JFK,737MAX,2,4,22,5,5,5.4,3,987,60,9,0
AA,LAS,ATL,737MAX,3,1,11,10,57,2.1,6,1101,12,18,1
DL,SFO,DEN,737,5,2,7,2,52,1.0,3,2480,10,14,0
NK,SEA,PHX,787,3,6,11,5,35,4.9,4,402,53,13,0
NK,DTW,SFO,737,12,4,11,9,62,8.1,3,1208,32,13,0
AS,DTW,CLT,A380,6,2,19,8,67,2.2,4,2961,6,12,0
DL,MSP,LAX,787,1,0,12,10,25,2.2,7,2223,29,17,1
B6,CLT,MSP,A321,5,4,21,1,38,6.1,3,695,9,7,0
WN,LAS,MCO,A319,9,3,10,6,16,8.4,5,1713,74,15,0
AA,EWR,PHX,737MAX,4,0,16,9,25,8.6,9,2006,26,14,0
UA,DEN,BOS,A320,6,3,11,1,26,1.3,8,1175,0,6,0
WN,MIA,LAS,A321,2,1,20,2,33,4.3,1,1464,59,6,0
F9,MSP,LAX,737MAX,11,6,11,1,33,6.9,1,1114,27,12,0
AA,MSP,DEN,A350,4,4,5,5,45,1.5,2,2841,53,19,1
UA,DTW,LAS,A321,2,5,18,7,65,5.0,4,2858,7,14,0
NK,DTW,JFK,A321,3,2,11,10,42,7.1,3,1468,37,17,1
UA,CLT,SEA,777,8,5,13,8,67,5.1,9,918,41,13,0
AS,DEN,BOS,A350,11,1,9,4,37,5.3,1,2521,68,12,0
DL,SFO,ATL,A321,5,1,15,4,50,2.0,8,1616,9,13,0
B6,MCO,ATL,A321,6,5,7,9,7,6.2,6,1979,78,16,1
AS,EWR,CLT,A321,12,6,7,2,72,9.7,9,421,2,22,1
AS,DFW,EWR,A380,3,4,20,3,22,8.5,5,1439,76,18,1
F9,MIA,DTW,A320,7,2,17,4,30,6.1,7,1593,8,13,0
UA,ATL,SFO,A320,1,1,18,9,75,1.8,1,2704,88,19,1
B6,SFO,BOS,A320,6,2,6,5,57,0.3,5,468,43,21,1
WN,ATL,LAX,A321,3,6,6,4,78,7.8,2,2031,80,20,1
AA,LAX,CLT,A319,1,6,14,1,11,4.2,2,1889,14,13,0
B6,SEA,DFW,737MAX,5,3,10,2,23,8.0,1,1542,84,4,0
DL,MSP,SFO,A320,3,3,7,3,79,3.3,8,2842,28,16,1
NK,MIA,MSP,A319,3,1,10,2,39,2.3,4,1305,32,15,0
NK,CLT,ATL,A350,6,4,8,10,5,0.5,9,2269,67,29,1
B6,JFK,DEN,737,5,2,10,7,5,7.8,5,1407,54,12,0
B6,SFO,MIA,A319,8,2,20,6,54,4.8,5,2552,52,21,1
UA,LAS,ORD,A350,10,1,21,2,23,5.0,1,2362,0,9,0
WN,EWR,JFK,A350,5,6,11,9,36,1.9,2,333,23,13,0
NK,EWR,BOS,787,12,6,18,1,41,7.5,8,1893,21,14,0
UA,JFK,LAX,737MAX,3,5,15,9,53,9.6,3,2475,70,14,0
AA,SEA,DFW,737MAX,4,0,19,4,74,6.5,4,655,55,17,1
WN,ORD,MSP,A320,8,4,9,5,59,7.8,3,1021,11,18,1
DL,MCO,EWR,737MAX,10,6,9,10,67,8.6,1,2401,80,16,1
AS,CLT,EWR,A319,4,1,21,10,54,3.0,6,477,74,16,1
NK,BOS,CLT,777,12,5,18,2,57,9.1,1,635,22,10,0
WN,BOS,DFW,737,6,5,16,10,7,3.7,4,1764,45,14,0
F9,SEA,DEN,737MAX,10,4,16,2,57,7.2,7,1024,35,14,0
WN,SEA,EWR,737,9,5,22,1,65,0.4,1,2342,8,16,1
B6,JFK,CLT,E175,10,5,7,9,64,4.6,4,1426,29,10,0
WN,LAX,SFO,A319,1,2,8,10,44,3.5,1,337,52,22,1
AA,JFK,SEA,A319,8,2,11,2,49,3.4,8,1237,15,5,0
WN,LAS,CLT,A380,1,2,19,2,71,9.9,9,1541,88,22,1
NK,PHX,SFO,737MAX,4,3,6,2,1,8.2,1,2834,67,11,0
NK,SEA,PHX,A319,12,3,13,6,43,5.2,10,806,6,14,0
F9,LAX,MCO,E175,3,2,19,4,65,1.6,7,1732,34,28,1
B6,ATL,SEA,A320,12,0,16,1,1,0.5,5,989,43,12,0
UA,BOS,DFW,737,1,5,21,8,34,5.7,2,656,72,17,1
F9,ATL,LAX,A321,4,1,11,5,57,1.8,3,435,60,16,1
B6,MCO,LGA,787,6,4,13,10,68,2.4,8,923,20,24,1
AA,BOS,SFO,777,1,3,21,2,6,3.8,1,307,58,1,0
AA,EWR,MCO,787,1,4,14,4,47,5.5,7,627,6,14,0
DL,JFK,ORD,777,5,0,16,2,64,1.6,3,740,76,16,1
NK,MCO,LAS,A321,12,1,9,6,13,4.6,4,918,32,6,0
NK,ATL,EWR,787,9,6,22,10,68,4.6,6,973,38,20,1
NK,DTW,SFO,777,2,5,12,8,44,2.9,1,1149,43,10,0
B6,LAS,DTW,787,8,3,8,5,64,9.5,7,1911,29,19,1
NK,SFO,DFW,787,1,2,10,9,57,4.4,6,2784,78,20,1
B6,ORD,CLT,A350,10,2,8,9,76,3.4,2,2559,78,22,1
WN,LAX,SEA,787,7,2,8,7,61,1.2,7,954,88,19,1
UA,BOS,LAS,A380,8,4,21,6,76,4.8,9,2120,2,20,1
DL,EWR,MIA,787,7,2,12,5,14,8.8,9,1380,45,21,1
F9,SEA,CLT,A319,6,5,7,2,57,4.6,2,2113,36,12,0
WN,MCO,DEN,A320,1,3,7,2,7,3.7,7,2079,5,9,0
AA,JFK,LAS,A380,8,6,15,5,11,6.4,8,479,23,22,1
DL,ORD,DEN,E175,12,4,22,9,22,4.3,7,920,11,17,1
DL,MIA,DFW,737,8,0,22,8,24,2.9,8,2601,64,23,1
UA,DFW,PHX,737,11,3,11,2,74,8.6,9,1733,57,22,1
B6,MIA,LGA,A320,3,0,15,7,67,0.3,10,667,18,24,1
F9,DEN,MSP,A321,11,3,6,1,61,3.8,2,2447,20,7,0
DL,DEN,CLT,787,7,0,6,4,59,0.8,3,1908,78,19,1
NK,ATL,LGA,787,5,2,10,6,56,4.8,3,2360,17,8,0
UA,MSP,CLT,A319,6,1,16,1,50,0.6,3,390,52,17,1
UA,ATL,DFW,A321,9,6,5,1,26,7.8,5,730,82,11,0
